timestamp,git_sha,site_id,combo,keys_json,capture_relative_path,capture_sha256,capture_ordinal,duration_seconds_requested,total_frames,recommended_settling_frame,recommended_settling_duration,converged,final_coverage_rate,final_spread_delta_rate,final_region_stability,final_mean_confidence,wall_duration_seconds,raw_report_path,error
2026-09-18T02:21:50-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,1st-mission,neighbour_confirmation_count=1.0|noise_relative=0.02,"{""neighbour_confirmation_count"": 1.0, ""noise_relative"": 0.02}",s2/s2_sf_8_20260903141035_00005.pcap,cfa3a235463bbe3a89895c85c2cef4fc138996d6447eebddaac7eb38b78a3c11,0,120.0,,,,,,,,,0.15,,"auto-detected UDP port 2369
settling-eval: load tuning config /Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/configs/1st-mission__neighbour_confirmation_count-1.0_noise_relative-0.02__o0.json: failed to parse config JSON: config: l3.ema_baseline_v1: json: cannot unmarshal number 1.0 into Go struct field L3EmaBaselineV1.L3Common.neighbour_confirmation_count of type int"
2026-09-18T02:21:50-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,1st-mission,neighbour_confirmation_count=1.0|noise_relative=0.05,"{""neighbour_confirmation_count"": 1.0, ""noise_relative"": 0.05}",s2/s2_sf_8_20260903141035_00005.pcap,cfa3a235463bbe3a89895c85c2cef4fc138996d6447eebddaac7eb38b78a3c11,0,120.0,,,,,,,,,0.02,,"auto-detected UDP port 2369
settling-eval: load tuning config /Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/configs/1st-mission__neighbour_confirmation_count-1.0_noise_relative-0.05__o0.json: failed to parse config JSON: config: l3.ema_baseline_v1: json: cannot unmarshal number 1.0 into Go struct field L3EmaBaselineV1.L3Common.neighbour_confirmation_count of type int"
2026-09-18T02:22:00-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,1st-mission,neighbour_confirmation_count=3|noise_relative=0.02,"{""neighbour_confirmation_count"": 3, ""noise_relative"": 0.02}",s2/s2_sf_8_20260903141035_00005.pcap,cfa3a235463bbe3a89895c85c2cef4fc138996d6447eebddaac7eb38b78a3c11,0,120.0,1200,12,1.2s (at 10 Hz),True,0.9723055555555555,0.00013919254832344376,1,443.3549981430163,10.75,/Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/raw/1st-mission__neighbour_confirmation_count-3_noise_relative-0.02__o0.json,
2026-09-18T02:22:11-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,1st-mission,neighbour_confirmation_count=3|noise_relative=0.05,"{""neighbour_confirmation_count"": 3, ""noise_relative"": 0.05}",s2/s2_sf_8_20260903141035_00005.pcap,cfa3a235463bbe3a89895c85c2cef4fc138996d6447eebddaac7eb38b78a3c11,0,120.0,1200,92,9.2s (at 10 Hz),True,0.9807777777777777,0.0006184779737055145,1,496.96529115214685,10.69,/Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/raw/1st-mission__neighbour_confirmation_count-3_noise_relative-0.05__o0.json,
2026-09-18T02:22:11-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,3rd-folsom,neighbour_confirmation_count=1.0|noise_relative=0.02,"{""neighbour_confirmation_count"": 1.0, ""noise_relative"": 0.02}",s2/s2_sf_8_20260903152041_00019.pcap,1d19feceed93820cc4b20de2bd4cb4a94da08012466499cf86309f689131531f,0,120.0,,,,,,,,,0.16,,"auto-detected UDP port 2369
settling-eval: load tuning config /Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/configs/3rd-folsom__neighbour_confirmation_count-1.0_noise_relative-0.02__o0.json: failed to parse config JSON: config: l3.ema_baseline_v1: json: cannot unmarshal number 1.0 into Go struct field L3EmaBaselineV1.L3Common.neighbour_confirmation_count of type int"
2026-09-18T02:22:11-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,3rd-folsom,neighbour_confirmation_count=1.0|noise_relative=0.05,"{""neighbour_confirmation_count"": 1.0, ""noise_relative"": 0.05}",s2/s2_sf_8_20260903152041_00019.pcap,1d19feceed93820cc4b20de2bd4cb4a94da08012466499cf86309f689131531f,0,120.0,,,,,,,,,0.02,,"auto-detected UDP port 2369
settling-eval: load tuning config /Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/configs/3rd-folsom__neighbour_confirmation_count-1.0_noise_relative-0.05__o0.json: failed to parse config JSON: config: l3.ema_baseline_v1: json: cannot unmarshal number 1.0 into Go struct field L3EmaBaselineV1.L3Common.neighbour_confirmation_count of type int"
2026-09-18T02:22:22-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,3rd-folsom,neighbour_confirmation_count=3|noise_relative=0.02,"{""neighbour_confirmation_count"": 3, ""noise_relative"": 0.02}",s2/s2_sf_8_20260903152041_00019.pcap,1d19feceed93820cc4b20de2bd4cb4a94da08012466499cf86309f689131531f,0,120.0,1201,12,1.2s (at 10 Hz),True,0.9669027777777778,1.4990465212120773e-05,1,678.6708849849892,10.61,/Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/raw/3rd-folsom__neighbour_confirmation_count-3_noise_relative-0.02__o0.json,
2026-09-18T02:22:33-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,3rd-folsom,neighbour_confirmation_count=3|noise_relative=0.05,"{""neighbour_confirmation_count"": 3, ""noise_relative"": 0.05}",s2/s2_sf_8_20260903152041_00019.pcap,1d19feceed93820cc4b20de2bd4cb4a94da08012466499cf86309f689131531f,0,120.0,1201,24,2.4s (at 10 Hz),True,0.9744861111111112,7.778781506982762e-05,1,751.8188218861793,10.82,/Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/raw/3rd-folsom__neighbour_confirmation_count-3_noise_relative-0.05__o0.json,
2026-09-18T02:22:33-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,ashbury-downey,neighbour_confirmation_count=1.0|noise_relative=0.02,"{""neighbour_confirmation_count"": 1.0, ""noise_relative"": 0.02}",s2/s2-sf-0.pcapng,2eec35d381fa4c4ba5a6bf1218982c76e53749287d53691115261f14d8aefbed,0,120.0,,,,,,,,,0.17,,"auto-detected UDP port 2369
settling-eval: load tuning config /Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/configs/ashbury-downey__neighbour_confirmation_count-1.0_noise_relative-0.02__o0.json: failed to parse config JSON: config: l3.ema_baseline_v1: json: cannot unmarshal number 1.0 into Go struct field L3EmaBaselineV1.L3Common.neighbour_confirmation_count of type int"
2026-09-18T02:22:33-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,ashbury-downey,neighbour_confirmation_count=1.0|noise_relative=0.05,"{""neighbour_confirmation_count"": 1.0, ""noise_relative"": 0.05}",s2/s2-sf-0.pcapng,2eec35d381fa4c4ba5a6bf1218982c76e53749287d53691115261f14d8aefbed,0,120.0,,,,,,,,,0.02,,"auto-detected UDP port 2369
settling-eval: load tuning config /Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/configs/ashbury-downey__neighbour_confirmation_count-1.0_noise_relative-0.05__o0.json: failed to parse config JSON: config: l3.ema_baseline_v1: json: cannot unmarshal number 1.0 into Go struct field L3EmaBaselineV1.L3Common.neighbour_confirmation_count of type int"
2026-09-18T02:22:44-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,ashbury-downey,neighbour_confirmation_count=3|noise_relative=0.02,"{""neighbour_confirmation_count"": 3, ""noise_relative"": 0.02}",s2/s2-sf-0.pcapng,2eec35d381fa4c4ba5a6bf1218982c76e53749287d53691115261f14d8aefbed,0,120.0,1200,11,1.1s (at 10 Hz),True,0.9887361111111111,0.00011075627987473012,1,948.8412535644552,11.24,/Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/raw/ashbury-downey__neighbour_confirmation_count-3_noise_relative-0.02__o0.json,
2026-09-18T02:22:55-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,ashbury-downey,neighbour_confirmation_count=3|noise_relative=0.05,"{""neighbour_confirmation_count"": 3, ""noise_relative"": 0.05}",s2/s2-sf-0.pcapng,2eec35d381fa4c4ba5a6bf1218982c76e53749287d53691115261f14d8aefbed,0,120.0,1200,11,1.1s (at 10 Hz),True,0.9898055555555556,0.0002306333357282624,1,983.2586647209048,10.86,/Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/raw/ashbury-downey__neighbour_confirmation_count-3_noise_relative-0.05__o0.json,
2026-09-18T02:22:55-0700,de78dd6fba779f902afc3972f846be1b58fd3a38,broadway-gough,neighbour_confirmation_count=1.0|noise_relative=0.02,"{""neighbour_confirmation_count"": 1.0, ""noise_relative"": 0.02}",s2/s2-1_20260901150856_00029.pcap,30ca5559051e291e1a73a6bd22a69316fb4bf3172bf662064655eb7ef42fc9db,0,120.0,,,,,,,,,0.25,,"auto-detected UDP port 2369
settling-eval: load tuning config /Users/david/code/velocity.report/data/experiments/try/l3-settling-sweep/configs/broadway-gough__neighbour_confirmation_count-1.0_noise_relative-0.02__o0.json: failed to parse config JSON: config: l3.ema_baseline_v1: json: cannot unmarshal number 1.0 into Go struct field L3EmaBaselineV1.L3Common.neighbour_confirmation_count of type int"
